instrumento	conducta	nivel_geografico	geografia_codigo	ola	naturaleza_estimacion	punto	ic95_inf	ic95_sup	unidad	escala	universo	n	n_efectivo_kish	calidad	generacion	temporalidad	estado_publicacion	result_punto	result_inf	result_sup	calc	sha256_resultados	sha256_sello
ENVIPE	evade_norma_envipe2025	ENTIDAD	16	2024	IC-DE-DISEÑO	0.5098598520739347	0.46343694546558145	0.5604943549486107	delito	proporción [0,1]	delitos con BP1_20 válido	979	682.5405889951685	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-16-P	RESULT-REGION-ENVIPE-2024-16-IC-LO	RESULT-REGION-ENVIPE-2024-16-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	17	2024	IC-DE-DISEÑO	0.5081436932460097	0.4620245071646143	0.5519818409346764	delito	proporción [0,1]	delitos con BP1_20 válido	1222	729.7882913888525	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-17-P	RESULT-REGION-ENVIPE-2024-17-IC-LO	RESULT-REGION-ENVIPE-2024-17-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	18	2024	IC-DE-DISEÑO	0.4908497987479591	0.41401094278656775	0.5642460831441761	delito	proporción [0,1]	delitos con BP1_20 válido	525	343.0473560816442	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-18-P	RESULT-REGION-ENVIPE-2024-18-IC-LO	RESULT-REGION-ENVIPE-2024-18-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	19	2024	IC-DE-DISEÑO	0.5458344015255541	0.48998782682707825	0.595926961359199	delito	proporción [0,1]	delitos con BP1_20 válido	1046	729.5358023356395	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-19-P	RESULT-REGION-ENVIPE-2024-19-IC-LO	RESULT-REGION-ENVIPE-2024-19-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	20	2024	IC-DE-DISEÑO	0.5091218370536879	0.45150004411466493	0.5677543659684136	delito	proporción [0,1]	delitos con BP1_20 válido	677	472.60525386120236	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-20-P	RESULT-REGION-ENVIPE-2024-20-IC-LO	RESULT-REGION-ENVIPE-2024-20-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	21	2024	IC-DE-DISEÑO	0.569156846561214	0.5269606785548422	0.6096972053651636	delito	proporción [0,1]	delitos con BP1_20 válido	1876	1205.926664915205	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-21-P	RESULT-REGION-ENVIPE-2024-21-IC-LO	RESULT-REGION-ENVIPE-2024-21-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	22	2024	IC-DE-DISEÑO	0.5044160033249907	0.46369319255050395	0.5454775132599782	delito	proporción [0,1]	delitos con BP1_20 válido	1730	1094.3361820759314	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-22-P	RESULT-REGION-ENVIPE-2024-22-IC-LO	RESULT-REGION-ENVIPE-2024-22-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	23	2024	IC-DE-DISEÑO	0.49870920258654644	0.4474899196102217	0.5555003964269233	delito	proporción [0,1]	delitos con BP1_20 válido	1022	725.0075406269316	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-23-P	RESULT-REGION-ENVIPE-2024-23-IC-LO	RESULT-REGION-ENVIPE-2024-23-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	24	2024	IC-DE-DISEÑO	0.5253637722392496	0.4715210389372683	0.5787821292502924	delito	proporción [0,1]	delitos con BP1_20 válido	762	526.5003577956362	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-24-P	RESULT-REGION-ENVIPE-2024-24-IC-LO	RESULT-REGION-ENVIPE-2024-24-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	25	2024	IC-DE-DISEÑO	0.48645170183616576	0.4323757128901135	0.5369761662007213	delito	proporción [0,1]	delitos con BP1_20 válido	1279	839.5724566261014	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-25-P	RESULT-REGION-ENVIPE-2024-25-IC-LO	RESULT-REGION-ENVIPE-2024-25-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	26	2024	IC-DE-DISEÑO	0.5156262238583849	0.46860863810841	0.562164778312573	delito	proporción [0,1]	delitos con BP1_20 válido	956	607.5066926875473	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-26-P	RESULT-REGION-ENVIPE-2024-26-IC-LO	RESULT-REGION-ENVIPE-2024-26-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	27	2024	IC-DE-DISEÑO	0.46714547630489145	0.4296885681327758	0.5050229047158233	delito	proporción [0,1]	delitos con BP1_20 válido	1305	947.1011378876858	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-27-P	RESULT-REGION-ENVIPE-2024-27-IC-LO	RESULT-REGION-ENVIPE-2024-27-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	28	2024	IC-DE-DISEÑO	0.5203946237175445	0.45137602537213345	0.5857440518430732	delito	proporción [0,1]	delitos con BP1_20 válido	1162	662.6023260230002	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-28-P	RESULT-REGION-ENVIPE-2024-28-IC-LO	RESULT-REGION-ENVIPE-2024-28-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	29	2024	IC-DE-DISEÑO	0.5017581690890011	0.4521544031231979	0.5512568139497405	delito	proporción [0,1]	delitos con BP1_20 válido	1114	777.8494138408104	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-29-P	RESULT-REGION-ENVIPE-2024-29-IC-LO	RESULT-REGION-ENVIPE-2024-29-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	30	2024	IC-DE-DISEÑO	0.40271786622105243	0.3529491290701294	0.4536968315449956	delito	proporción [0,1]	delitos con BP1_20 válido	885	636.7905764599296	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-30-P	RESULT-REGION-ENVIPE-2024-30-IC-LO	RESULT-REGION-ENVIPE-2024-30-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	31	2024	IC-DE-DISEÑO	0.3650360206413752	0.31828541655636405	0.40872870378023624	delito	proporción [0,1]	delitos con BP1_20 válido	1106	763.4548393773604	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-31-P	RESULT-REGION-ENVIPE-2024-31-IC-LO	RESULT-REGION-ENVIPE-2024-31-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENVIPE	evade_norma_envipe2025	ENTIDAD	32	2024	IC-DE-DISEÑO	0.4443733840926519	0.3847349714952908	0.5049874205646395	delito	proporción [0,1]	delitos con BP1_20 válido	664	469.8194102500376	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENVIPE-2024-32-P	RESULT-REGION-ENVIPE-2024-32-IC-LO	RESULT-REGION-ENVIPE-2024-32-IC-HI	CALC-REGION-ENVIPE-2024-0001	11ded91da5176230efa98e9f3ddad01025adc13fd22b1ab057ffc227af2f68a5	e1cddf93d6431249cbac39a22fcf3d414863a0882e405e4c5ebb970d6f694e9a
ENCIG	canal_digital_luz	ENTIDAD	01	2023	IC-DE-DISEÑO	0.6532749111286846	0.6151977953947818	0.6919838639930906	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	793	535.1754947954239	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-01-P	RESULT-REGION-ENCIG-2023-01-IC-LO	RESULT-REGION-ENCIG-2023-01-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	02	2023	IC-DE-DISEÑO	0.5211004448467452	0.4595839088015858	0.5800483251996169	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	542	342.8445617159982	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-02-P	RESULT-REGION-ENCIG-2023-02-IC-LO	RESULT-REGION-ENCIG-2023-02-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	03	2023	IC-DE-DISEÑO	0.7766886848748276	0.7371356702867763	0.8167802941812611	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	648	473.3574542124087	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-03-P	RESULT-REGION-ENCIG-2023-03-IC-LO	RESULT-REGION-ENCIG-2023-03-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	04	2023	IC-DE-DISEÑO	0.7497358795147895	0.7085189597345686	0.7876108567623629	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	556	371.6772834143879	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-04-P	RESULT-REGION-ENCIG-2023-04-IC-LO	RESULT-REGION-ENCIG-2023-04-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	05	2023	IC-DE-DISEÑO	0.5437095749439749	0.5008892742781806	0.5877978333759744	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	755	547.8620728666903	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-05-P	RESULT-REGION-ENCIG-2023-05-IC-LO	RESULT-REGION-ENCIG-2023-05-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	06	2023	IC-DE-DISEÑO	0.6051130051725733	0.5602997208918505	0.6511557570594692	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	879	534.7837350923439	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-06-P	RESULT-REGION-ENCIG-2023-06-IC-LO	RESULT-REGION-ENCIG-2023-06-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	07	2023	IC-DE-DISEÑO	0.7142274079251463	0.6654506840755421	0.7623021440975772	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	458	327.5143543031282	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-07-P	RESULT-REGION-ENCIG-2023-07-IC-LO	RESULT-REGION-ENCIG-2023-07-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	08	2023	IC-DE-DISEÑO	0.5333646890495678	0.47935749573098957	0.5867325211514274	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	503	323.7041755223131	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-08-P	RESULT-REGION-ENCIG-2023-08-IC-LO	RESULT-REGION-ENCIG-2023-08-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
